TransactionID,CustomerID,Date,ProductID,Price_x,Qty,TotalAmount,StoreID,Age,Gender,Marital Status,Income,Product Name,Price_y,StoreName,GroupStore,Type,Latitude,Longitude,Cluster
TR43653,108,2022-02-08,P2,3200,7,22400,4,25,0,Single,6.87,Ginger Candy ,3200,Gita Ginara,Gita,General Trade,6.966667,110.416664,0
TR44851,105,2022-02-08,P1,8800,9,79200,12,61,0,Married,7.54,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,1
TR4647,421,2022-02-08,P4,12000,2,24000,9,35,0,Married,9.01,Potato Chip,12000,Lingga,Lingga,Modern Trade,3.654703,128.190643,2
TR48277,420,2022-02-08,P2,3200,4,12800,13,48,1,Single,6.01,Ginger Candy ,3200,Buana,Buana,General Trade,1.26916,116.825264,1
TR56420,341,2022-02-08,P5,4200,3,12600,10,43,1,Married,3.24,Thai Tea,4200,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,2
TR80968,251,2022-02-08,P1,8800,8,70400,11,45,1,Married,3.38,Choco Bar,8800,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,2
TR96509,298,2022-02-08,P9,10000,7,70000,12,38,1,Married,8.99,Yoghurt,10000,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,2
TR15206,367,2022-02-09,P2,3200,4,12800,5,43,0,Married,10.96,Ginger Candy ,3200,Bonafid,Gita,General Trade,7.250445,112.768845,2
TR24859,231,2022-02-09,P9,10000,5,50000,3,51,1,Married,16.59,Yoghurt,10000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,1
TR29752,159,2022-02-09,P4,12000,3,36000,1,53,1,Married,13.65,Potato Chip,12000,Prima Tendean,Prima,Modern Trade,6.2,106.816666,1
TR4437,101,2022-02-09,P5,4200,3,12600,3,61,1,Married,54.2,Thai Tea,4200,Prima Kota,Prima,Modern Trade,7.797068,110.370529,1
TR46491,44,2022-02-09,P7,9400,2,18800,6,40,0,Married,10.65,Coffee Candy,9400,Lingga,Lingga,Modern Trade,5.135399,119.42379,2
TR46598,412,2022-02-09,P6,18000,4,72000,3,18,1,Single,0.0,Cashew,18000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,0
TR52103,296,2022-02-09,P8,16000,2,32000,11,38,1,Single,3.18,Oat,16000,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,2
TR54439,189,2022-02-09,P5,4200,3,12600,7,59,1,Single,5.15,Thai Tea,4200,Buana Indah,Buana,General Trade,3.316694,114.590111,1
TR71178,98,2022-02-09,P10,15000,1,15000,2,56,0,Married,14.54,Cheese Stick,15000,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,1
TR71502,213,2022-02-09,P5,4200,5,21000,2,24,1,Single,5.72,Thai Tea,4200,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,0
TR73369,76,2022-02-09,P5,4200,2,8400,13,38,1,Married,7.88,Thai Tea,4200,Buana,Buana,General Trade,1.26916,116.825264,2
TR7578,21,2022-02-09,P2,3200,3,9600,11,52,0,Married,12.72,Ginger Candy ,3200,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,1
TR76267,120,2022-02-09,P1,8800,5,44000,6,30,0,Married,2.48,Choco Bar,8800,Lingga,Lingga,Modern Trade,5.135399,119.42379,0
TR81230,186,2022-02-09,P2,3200,7,22400,10,34,1,Married,4.02,Ginger Candy ,3200,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,2
TR83655,17,2022-02-09,P5,4200,5,21000,3,35,0,Married,3.14,Thai Tea,4200,Prima Kota,Prima,Modern Trade,7.797068,110.370529,2
TR87252,279,2022-02-09,P5,4200,2,8400,3,62,0,Married,5.35,Thai Tea,4200,Prima Kota,Prima,Modern Trade,7.797068,110.370529,1
TR87762,93,2022-02-09,P2,3200,3,9600,8,32,0,Married,4.85,Ginger Candy ,3200,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,2
TR94959,201,2022-02-09,P5,4200,2,8400,1,57,0,Married,6.87,Thai Tea,4200,Prima Tendean,Prima,Modern Trade,6.2,106.816666,1
TR16271,396,2022-02-10,P10,15000,2,30000,9,36,1,Married,9.18,Cheese Stick,15000,Lingga,Lingga,Modern Trade,3.654703,128.190643,2
TR21798,83,2022-02-10,P9,10000,5,50000,11,34,1,Married,10.88,Yoghurt,10000,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,2
TR32721,102,2022-02-10,P6,18000,3,54000,2,39,0,Married,6.44,Cashew,18000,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,2
TR33187,300,2022-02-10,P4,12000,1,12000,4,25,1,Single,4.22,Potato Chip,12000,Gita Ginara,Gita,General Trade,6.966667,110.416664,0
TR45401,31,2022-02-10,P7,9400,4,37600,12,38,0,Married,9.61,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,2
TR49791,287,2022-02-10,P1,8800,8,70400,7,36,0,Single,3.7,Choco Bar,8800,Buana Indah,Buana,General Trade,3.316694,114.590111,2
TR60921,108,2022-02-10,P8,16000,1,16000,5,25,0,Single,6.87,Oat,16000,Bonafid,Gita,General Trade,7.250445,112.768845,0
TR72115,97,2022-02-10,P10,15000,4,60000,4,51,1,Married,20.22,Cheese Stick,15000,Gita Ginara,Gita,General Trade,6.966667,110.416664,1
TR80958,395,2022-02-10,P3,7500,5,37500,6,28,0,Married,3.39,Crackers,7500,Lingga,Lingga,Modern Trade,5.135399,119.42379,0
TR8134,5,2022-02-10,P5,4200,5,21000,14,58,1,Married,3.57,Thai Tea,4200,Priangan,Priangan,Modern Trade,5.45,105.26667,1
TR83719,184,2022-02-10,P8,16000,3,48000,4,33,0,Single,13.93,Oat,16000,Gita Ginara,Gita,General Trade,6.966667,110.416664,2
TR83736,273,2022-02-10,P9,10000,5,50000,1,27,1,Married,3.32,Yoghurt,10000,Prima Tendean,Prima,Modern Trade,6.2,106.816666,0
TR99028,407,2022-02-10,P8,16000,1,16000,12,53,1,Married,9.27,Oat,16000,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,1
TR12602,338,2022-02-11,P2,3200,7,22400,2,46,1,Married,5.12,Ginger Candy ,3200,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,2
TR26510,39,2022-02-11,P1,8800,7,61600,6,66,1,Married,6.19,Choco Bar,8800,Lingga,Lingga,Modern Trade,5.135399,119.42379,1
TR27425,17,2022-02-11,P7,9400,5,47000,11,35,0,Married,3.14,Coffee Candy,9400,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,2
TR29921,228,2022-02-11,P6,18000,2,36000,7,46,0,Married,11.31,Cashew,18000,Buana Indah,Buana,General Trade,3.316694,114.590111,2
TR34337,167,2022-02-11,P9,10000,3,30000,5,28,1,Married,2.91,Yoghurt,10000,Bonafid,Gita,General Trade,7.250445,112.768845,0
TR34779,379,2022-02-11,P1,8800,9,79200,8,48,1,Married,17.74,Choco Bar,8800,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,1
TR35259,66,2022-02-11,P7,9400,6,56400,14,37,1,Married,3.04,Coffee Candy,9400,Priangan,Priangan,Modern Trade,5.45,105.26667,2
TR43325,444,2022-02-11,P8,16000,1,16000,11,53,0,Married,15.31,Oat,16000,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,1
TR5219,143,2022-02-11,P8,16000,2,32000,11,25,1,Single,2.87,Oat,16000,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,0
TR54004,336,2022-02-11,P3,7500,4,30000,4,51,0,Single,10.84,Crackers,7500,Gita Ginara,Gita,General Trade,6.966667,110.416664,1
TR58429,39,2022-02-11,P5,4200,5,21000,3,66,1,Married,6.19,Thai Tea,4200,Prima Kota,Prima,Modern Trade,7.797068,110.370529,1
TR58559,164,2022-02-11,P8,16000,2,32000,5,18,1,Single,0.0,Oat,16000,Bonafid,Gita,General Trade,7.250445,112.768845,0
TR68369,99,2022-02-11,P4,12000,3,36000,8,40,0,Married,8.47,Potato Chip,12000,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,2
TR78052,418,2022-02-11,P5,4200,5,21000,5,45,0,Single,23.84,Thai Tea,4200,Bonafid,Gita,General Trade,7.250445,112.768845,1
TR91786,86,2022-02-11,P5,4200,4,16800,13,60,1,Married,9.54,Thai Tea,4200,Buana,Buana,General Trade,1.26916,116.825264,1
TR35051,429,2022-02-12,P6,18000,2,36000,11,37,1,Married,8.97,Cashew,18000,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,2
TR37109,335,2022-02-12,P7,9400,4,37600,3,29,1,Single,4.74,Coffee Candy,9400,Prima Kota,Prima,Modern Trade,7.797068,110.370529,0
TR54531,292,2022-02-12,P10,15000,2,30000,13,31,0,Single,9.57,Cheese Stick,15000,Buana,Buana,General Trade,1.26916,116.825264,2
TR56104,222,2022-02-12,P5,4200,4,16800,12,45,0,Married,15.03,Thai Tea,4200,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,2
TR60213,386,2022-02-12,P3,7500,3,22500,9,33,0,Married,6.95,Crackers,7500,Lingga,Lingga,Modern Trade,3.654703,128.190643,2
TR7436,341,2022-02-12,P8,16000,1,16000,3,43,1,Married,3.24,Oat,16000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,2
TR85229,270,2022-02-12,P9,10000,3,30000,3,49,1,Married,8.81,Yoghurt,10000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,1
TR88303,109,2022-02-12,P8,16000,1,16000,1,35,1,Married,10.04,Oat,16000,Prima Tendean,Prima,Modern Trade,6.2,106.816666,2
TR88968,171,2022-02-12,P5,4200,3,12600,14,40,0,Married,10.05,Thai Tea,4200,Priangan,Priangan,Modern Trade,5.45,105.26667,2
TR90253,424,2022-02-12,P9,10000,6,60000,14,38,0,Married,10.06,Yoghurt,10000,Priangan,Priangan,Modern Trade,5.45,105.26667,2
TR90705,369,2022-02-12,P2,3200,5,16000,14,32,0,Married,10.62,Ginger Candy ,3200,Priangan,Priangan,Modern Trade,5.45,105.26667,2
TR15329,362,2022-02-13,P8,16000,2,32000,2,25,0,Single,7.47,Oat,16000,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,0
TR18434,244,2022-02-13,P9,10000,3,30000,3,21,1,Single,3.64,Yoghurt,10000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,0
TR3900,443,2022-02-13,P6,18000,2,36000,7,33,1,Married,9.28,Cashew,18000,Buana Indah,Buana,General Trade,3.316694,114.590111,2
TR41200,146,2022-02-13,P2,3200,5,16000,4,27,0,Married,3.16,Ginger Candy ,3200,Gita Ginara,Gita,General Trade,6.966667,110.416664,0
TR41341,292,2022-02-13,P9,10000,3,30000,7,31,0,Single,9.57,Yoghurt,10000,Buana Indah,Buana,General Trade,3.316694,114.590111,2
TR65384,355,2022-02-13,P10,15000,3,45000,3,19,1,Single,0.0,Cheese Stick,15000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,0
TR7290,353,2022-02-13,P7,9400,2,18800,9,25,0,Single,1.32,Coffee Candy,9400,Lingga,Lingga,Modern Trade,3.654703,128.190643,0
TR78942,165,2022-02-13,P1,8800,2,17600,14,44,1,Married,14.58,Choco Bar,8800,Priangan,Priangan,Modern Trade,5.45,105.26667,2
TR8095,67,2022-02-13,P10,15000,1,15000,3,19,0,Single,0.0,Cheese Stick,15000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,0
TR80959,115,2022-02-13,P8,16000,3,48000,10,39,0,Married,5.07,Oat,16000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,2
TR82012,274,2022-02-13,P5,4200,3,12600,5,48,0,Married,11.99,Thai Tea,4200,Bonafid,Gita,General Trade,7.250445,112.768845,1
TR83201,261,2022-02-13,P5,4200,5,21000,8,46,0,Single,5.89,Thai Tea,4200,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,2
TR98055,352,2022-02-13,P2,3200,4,12800,8,69,0,Single,6.15,Ginger Candy ,3200,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,1
TR14949,22,2022-02-14,P4,12000,4,48000,5,34,0,Single,9.91,Potato Chip,12000,Bonafid,Gita,General Trade,7.250445,112.768845,2
TR16538,153,2022-02-14,P10,15000,3,45000,3,36,1,Married,9.54,Cheese Stick,15000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,2
TR31406,237,2022-02-14,P3,7500,3,22500,13,35,1,Married,8.14,Crackers,7500,Buana,Buana,General Trade,1.26916,116.825264,2
TR31647,152,2022-02-14,P6,18000,2,36000,4,59,1,Married,10.68,Cashew,18000,Gita Ginara,Gita,General Trade,6.966667,110.416664,1
TR4200,196,2022-02-14,P8,16000,3,48000,3,34,0,Married,3.17,Oat,16000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,2
TR45517,43,2022-02-14,P6,18000,4,72000,3,53,0,Married,16.64,Cashew,18000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,1
TR46450,162,2022-02-14,P1,8800,5,44000,11,49,0,Married,11.46,Choco Bar,8800,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,1
TR5293,233,2022-02-14,P10,15000,4,60000,6,43,1,Married,5.69,Cheese Stick,15000,Lingga,Lingga,Modern Trade,5.135399,119.42379,2
TR67146,310,2022-02-14,P3,7500,6,45000,2,23,0,Married,4.17,Crackers,7500,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,0
TR67365,232,2022-02-14,P10,15000,2,30000,1,62,0,Married,7.32,Cheese Stick,15000,Prima Tendean,Prima,Modern Trade,6.2,106.816666,1
TR8299,305,2022-02-14,P5,4200,5,21000,5,29,1,Married,4.08,Thai Tea,4200,Bonafid,Gita,General Trade,7.250445,112.768845,0
TR84220,380,2022-02-14,P8,16000,3,48000,14,40,0,Married,5.77,Oat,16000,Priangan,Priangan,Modern Trade,5.45,105.26667,2
TR88291,84,2022-02-14,P3,7500,5,37500,9,54,0,Married,18.12,Crackers,7500,Lingga,Lingga,Modern Trade,3.654703,128.190643,1
TR25493,131,2022-02-15,P3,7500,4,30000,13,25,0,Single,7.12,Crackers,7500,Buana,Buana,General Trade,1.26916,116.825264,0
TR33463,45,2022-02-15,P10,15000,5,75000,6,53,0,Married,9.25,Cheese Stick,15000,Lingga,Lingga,Modern Trade,5.135399,119.42379,1
TR38558,308,2022-02-15,P2,3200,6,19200,11,45,0,Married,10.72,Ginger Candy ,3200,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,2
TR40808,73,2022-02-15,P7,9400,3,28200,14,53,0,Married,13.71,Coffee Candy,9400,Priangan,Priangan,Modern Trade,5.45,105.26667,1
TR41300,57,2022-02-15,P9,10000,7,70000,3,33,1,Married,6.5,Yoghurt,10000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,2
TR54172,365,2022-02-15,P10,15000,3,45000,7,28,0,Single,6.05,Cheese Stick,15000,Buana Indah,Buana,General Trade,3.316694,114.590111,0
TR58624,445,2022-02-15,P7,9400,6,56400,1,51,0,Married,14.48,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade,6.2,106.816666,1
TR6251,174,2022-02-15,P5,4200,4,16800,6,45,1,Married,17.34,Thai Tea,4200,Lingga,Lingga,Modern Trade,5.135399,119.42379,1
TR66239,443,2022-02-15,P5,4200,5,21000,14,33,1,Married,9.28,Thai Tea,4200,Priangan,Priangan,Modern Trade,5.45,105.26667,2
TR75389,73,2022-02-15,P5,4200,4,16800,7,53,0,Married,13.71,Thai Tea,4200,Buana Indah,Buana,General Trade,3.316694,114.590111,1
TR82838,101,2022-02-15,P10,15000,4,60000,9,61,1,Married,54.2,Cheese Stick,15000,Lingga,Lingga,Modern Trade,3.654703,128.190643,1
TR93127,311,2022-02-15,P6,18000,1,18000,6,61,1,Married,7.64,Cashew,18000,Lingga,Lingga,Modern Trade,5.135399,119.42379,1
TR12915,376,2022-02-16,P9,10000,4,40000,14,44,0,Married,14.65,Yoghurt,10000,Priangan,Priangan,Modern Trade,5.45,105.26667,2
TR1540,279,2022-02-16,P9,10000,6,60000,1,62,0,Married,5.35,Yoghurt,10000,Prima Tendean,Prima,Modern Trade,6.2,106.816666,1
TR28806,109,2022-02-16,P1,8800,5,44000,13,35,1,Married,10.04,Choco Bar,8800,Buana,Buana,General Trade,1.26916,116.825264,2
TR38231,384,2022-02-16,P9,10000,7,70000,12,59,1,Married,4.42,Yoghurt,10000,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,1
TR40812,177,2022-02-16,P1,8800,3,26400,9,33,1,Married,8.06,Choco Bar,8800,Lingga,Lingga,Modern Trade,3.654703,128.190643,2
TR55516,306,2022-02-16,P4,12000,2,24000,7,49,0,Married,16.52,Potato Chip,12000,Buana Indah,Buana,General Trade,3.316694,114.590111,1
TR68453,313,2022-02-16,P4,12000,1,12000,10,46,0,Married,15.39,Potato Chip,12000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,1
TR88691,239,2022-02-16,P7,9400,3,28200,4,41,1,Married,6.55,Coffee Candy,9400,Gita Ginara,Gita,General Trade,6.966667,110.416664,2
TR89248,73,2022-02-16,P3,7500,6,45000,2,53,0,Married,13.71,Crackers,7500,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,1
TR89422,269,2022-02-16,P5,4200,5,21000,10,39,1,Married,6.3,Thai Tea,4200,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,2
TR90757,338,2022-02-16,P7,9400,4,37600,8,46,1,Married,5.12,Coffee Candy,9400,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,2
TR91651,234,2022-02-16,P3,7500,2,15000,8,61,1,Married,10.86,Crackers,7500,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,1
TR95208,36,2022-02-16,P2,3200,7,22400,12,32,1,Married,10.4,Ginger Candy ,3200,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,2
TR12401,17,2022-02-17,P6,18000,1,18000,12,35,0,Married,3.14,Cashew,18000,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,2
TR3972,93,2022-02-17,P3,7500,2,15000,3,32,0,Married,4.85,Crackers,7500,Prima Kota,Prima,Modern Trade,7.797068,110.370529,2
TR45561,254,2022-02-17,P4,12000,1,12000,9,58,0,Single,6.05,Potato Chip,12000,Lingga,Lingga,Modern Trade,3.654703,128.190643,1
TR48808,289,2022-02-17,P2,3200,6,19200,8,29,0,Married,2.37,Ginger Candy ,3200,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,0
TR49092,116,2022-02-17,P5,4200,3,12600,9,51,1,Married,15.77,Thai Tea,4200,Lingga,Lingga,Modern Trade,3.654703,128.190643,1
TR49903,270,2022-02-17,P8,16000,2,32000,12,49,1,Married,8.81,Oat,16000,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,1
TR50781,370,2022-02-17,P8,16000,2,32000,10,26,1,Single,1.28,Oat,16000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,0
TR55120,162,2022-02-17,P5,4200,3,12600,2,49,0,Married,11.46,Thai Tea,4200,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,1
TR59782,114,2022-02-17,P10,15000,1,15000,9,22,0,Single,3.14,Cheese Stick,15000,Lingga,Lingga,Modern Trade,3.654703,128.190643,0
TR65019,302,2022-02-17,P3,7500,6,45000,4,51,0,Married,15.43,Crackers,7500,Gita Ginara,Gita,General Trade,6.966667,110.416664,1
TR72122,140,2022-02-17,P1,8800,3,26400,3,54,0,Married,9.57,Choco Bar,8800,Prima Kota,Prima,Modern Trade,7.797068,110.370529,1
TR74224,91,2022-02-17,P3,7500,4,30000,8,59,0,Married,9.85,Crackers,7500,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,1
TR77859,435,2022-02-17,P9,10000,5,50000,9,29,1,Married,3.61,Yoghurt,10000,Lingga,Lingga,Modern Trade,3.654703,128.190643,0
TR90393,333,2022-02-17,P3,7500,5,37500,11,47,0,Married,17.99,Crackers,7500,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,1
TR92478,42,2022-02-17,P8,16000,2,32000,8,60,0,Married,10.28,Oat,16000,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,1
TR93081,359,2022-02-17,P10,15000,1,15000,3,46,0,Married,19.99,Cheese Stick,15000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,1
TR2544,101,2022-02-18,P3,7500,4,30000,4,61,1,Married,54.2,Crackers,7500,Gita Ginara,Gita,General Trade,6.966667,110.416664,1
TR33755,188,2022-02-18,P9,10000,4,40000,10,46,1,Married,25.22,Yoghurt,10000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,1
TR54171,101,2022-02-18,P10,15000,2,30000,8,61,1,Married,54.2,Cheese Stick,15000,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,1
TR60485,438,2022-02-18,P2,3200,4,12800,8,36,1,Single,5.43,Ginger Candy ,3200,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,2
TR63147,246,2022-02-18,P3,7500,1,7500,14,40,1,Single,21.81,Crackers,7500,Priangan,Priangan,Modern Trade,5.45,105.26667,2
TR73257,176,2022-02-18,P2,3200,6,19200,2,54,1,Married,18.32,Ginger Candy ,3200,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,1
TR79756,63,2022-02-18,P5,4200,5,21000,13,58,0,Married,10.78,Thai Tea,4200,Buana,Buana,General Trade,1.26916,116.825264,1
TR82004,204,2022-02-18,P7,9400,2,18800,9,53,0,Married,9.46,Coffee Candy,9400,Lingga,Lingga,Modern Trade,3.654703,128.190643,1
TR88302,13,2022-02-18,P5,4200,5,21000,3,23,0,Single,2.03,Thai Tea,4200,Prima Kota,Prima,Modern Trade,7.797068,110.370529,0
TR92144,4,2022-02-18,P1,8800,5,44000,6,31,1,Married,4.87,Choco Bar,8800,Lingga,Lingga,Modern Trade,5.135399,119.42379,0
TR92560,215,2022-02-18,P7,9400,5,47000,7,25,0,Single,5.54,Coffee Candy,9400,Buana Indah,Buana,General Trade,3.316694,114.590111,0
TR93452,221,2022-02-18,P8,16000,2,32000,10,23,1,Single,7.5,Oat,16000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,0
TR10670,223,2022-02-19,P7,9400,6,56400,11,62,1,Single,5.35,Coffee Candy,9400,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,1
TR12381,261,2022-02-19,P9,10000,6,60000,10,46,0,Single,5.89,Yoghurt,10000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,2
TR31972,157,2022-02-19,P2,3200,7,22400,13,44,0,Single,2.52,Ginger Candy ,3200,Buana,Buana,General Trade,1.26916,116.825264,2
TR4732,162,2022-02-19,P7,9400,3,28200,3,49,0,Married,11.46,Coffee Candy,9400,Prima Kota,Prima,Modern Trade,7.797068,110.370529,1
TR50286,391,2022-02-19,P8,16000,3,48000,8,26,0,Married,4.98,Oat,16000,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,0
TR50313,85,2022-02-19,P5,4200,3,12600,9,59,1,Married,7.89,Thai Tea,4200,Lingga,Lingga,Modern Trade,3.654703,128.190643,1
TR6443,182,2022-02-19,P5,4200,3,12600,3,44,1,Married,14.57,Thai Tea,4200,Prima Kota,Prima,Modern Trade,7.797068,110.370529,2
TR66033,124,2022-02-19,P4,12000,2,24000,11,28,0,Single,5.12,Potato Chip,12000,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,0
TR68401,153,2022-02-19,P8,16000,2,32000,4,36,1,Married,9.54,Oat,16000,Gita Ginara,Gita,General Trade,6.966667,110.416664,2
TR73100,377,2022-02-19,P10,15000,3,45000,11,53,0,Single,10.39,Cheese Stick,15000,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,1
TR75016,196,2022-02-19,P8,16000,2,32000,6,34,0,Married,3.17,Oat,16000,Lingga,Lingga,Modern Trade,5.135399,119.42379,2
TR80197,291,2022-02-19,P10,15000,1,15000,4,49,0,Married,19.98,Cheese Stick,15000,Gita Ginara,Gita,General Trade,6.966667,110.416664,1
TR12740,263,2022-02-20,P5,4200,4,16800,12,40,1,Married,10.21,Thai Tea,4200,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,2
TR49367,8,2022-02-20,P8,16000,1,16000,14,37,1,Married,5.49,Oat,16000,Priangan,Priangan,Modern Trade,5.45,105.26667,2
TR61464,231,2022-02-20,P3,7500,4,30000,12,51,1,Married,16.59,Crackers,7500,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,1
TR68337,202,2022-02-20,P7,9400,6,56400,4,28,0,Married,4.53,Coffee Candy,9400,Gita Ginara,Gita,General Trade,6.966667,110.416664,0
TR809,110,2022-02-20,P10,15000,2,30000,10,19,0,Married,2.41,Cheese Stick,15000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,0
TR83326,210,2022-02-20,P8,16000,1,16000,14,33,0,Married,10.9,Oat,16000,Priangan,Priangan,Modern Trade,5.45,105.26667,2
TR9376,240,2022-02-20,P7,9400,4,37600,9,22,1,Single,3.33,Coffee Candy,9400,Lingga,Lingga,Modern Trade,3.654703,128.190643,0
TR10469,275,2022-02-21,P3,7500,2,15000,5,41,0,Married,15.33,Crackers,7500,Bonafid,Gita,General Trade,7.250445,112.768845,2
TR11166,129,2022-02-21,P10,15000,3,45000,13,35,1,Single,10.46,Cheese Stick,15000,Buana,Buana,General Trade,1.26916,116.825264,2
TR16611,430,2022-02-21,P8,16000,3,48000,13,55,1,Single,18.37,Oat,16000,Buana,Buana,General Trade,1.26916,116.825264,1
TR22908,115,2022-02-21,P7,9400,6,56400,5,39,0,Married,5.07,Coffee Candy,9400,Bonafid,Gita,General Trade,7.250445,112.768845,2
TR22968,380,2022-02-21,P2,3200,6,19200,13,40,0,Married,5.77,Ginger Candy ,3200,Buana,Buana,General Trade,1.26916,116.825264,2
TR23981,182,2022-02-21,P7,9400,5,47000,14,44,1,Married,14.57,Coffee Candy,9400,Priangan,Priangan,Modern Trade,5.45,105.26667,2
TR29122,44,2022-02-21,P8,16000,3,48000,3,40,0,Married,10.65,Oat,16000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,2
TR54634,417,2022-02-21,P2,3200,4,12800,11,47,1,Married,12.75,Ginger Candy ,3200,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,1
TR82002,181,2022-02-21,P5,4200,5,21000,6,33,1,Married,9.94,Thai Tea,4200,Lingga,Lingga,Modern Trade,5.135399,119.42379,2
TR90976,58,2022-02-21,P2,3200,4,12800,4,27,1,Married,4.43,Ginger Candy ,3200,Gita Ginara,Gita,General Trade,6.966667,110.416664,0
TR93475,65,2022-02-21,P5,4200,5,21000,1,38,0,Married,4.36,Thai Tea,4200,Prima Tendean,Prima,Modern Trade,6.2,106.816666,2
TR95650,372,2022-02-21,P8,16000,3,48000,8,31,1,Married,6.19,Oat,16000,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,0
TR98774,13,2022-02-21,P3,7500,4,30000,7,23,0,Single,2.03,Crackers,7500,Buana Indah,Buana,General Trade,3.316694,114.590111,0
TR11656,340,2022-02-22,P5,4200,2,8400,5,41,0,Single,10.9,Thai Tea,4200,Bonafid,Gita,General Trade,7.250445,112.768845,2
TR15420,404,2022-02-22,P9,10000,4,40000,11,22,0,Single,2.69,Yoghurt,10000,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,0
TR26241,323,2022-02-22,P1,8800,4,35200,13,58,0,Married,10.55,Choco Bar,8800,Buana,Buana,General Trade,1.26916,116.825264,1
